book_num,sentence
5,"['thank', 'said', 'harry', 'gratefully', 'dumbledore', 'already', 'turned', 'attention', 'back', 'solid', 'cave', 'wall']"
5,"['harry', 'expected', 'cleared', 'throat', 'said', 'loudly', 'wand', 'aloft', 'accio', 'horcrux']"
5,"['no', 'said', 'harry', 'shaking', 'dumbledore', 'dead', 'said', 'poison', 'wake', 'wake', 'rennervate', 'cried', 'wand', 'pointing', 'dumbledore', 'chest', 'flash', 'red', 'light', 'nothing', 'happened']"
5,"['rennervate', 'sir', 'please']"
5,"['aguamenti', 'shouted', 'jabbing', 'goblet', 'wand']"
5,"['but', 'i', 'wait', 'aguamenti', 'said', 'harry', 'pointing', 'wand', 'goblet']"
5,"['aguamenti', 'aguamenti', 'aguamenti']"
5,"['petrificus', 'totalus', 'yelled', 'harry', 'struggling', 'cling', 'smooth', 'soaked', 'surface', 'island', 'pointed', 'wand', 'inferius', 'arm', 'it', 'released', 'falling', 'backward', 'water', 'splash', 'scrambled', 'feet', 'many', 'inferi', 'already', 'climbing', 'onto', 'rock', 'bony', 'hands', 'clawing', 'slippery', 'surface', 'blank', 'frosted', 'eyes', 'upon', 'trailing', 'waterlogged', 'rags', 'sunken', 'faces', 'leering']"
5,"['petrificus', 'totalus', 'harry', 'bellowed', 'backing', 'away', 'swiped', 'wand', 'air', 'six', 'seven', 'crumpled', 'coming', 'toward']"
5,['impedimenta']
5,['incarcerous']
5,"['still', 'slashing', 'air', 'wand', 'harry', 'yelled', 'sectumsempra', 'sectumsempra']"
5,"['they', 'crossed', 'outer', 'cave', 'harry', 'helped', 'dumbledore', 'back', 'icy', 'seawater', 'filled', 'crevice', 'cliff']"
5,"['accio', 'rosmerta', 'brooms']"
5,"['the', 'door', 'burst', 'open', 'somebody', 'erupted', 'shouted', 'expelliarmus']"
5,"['he', 'could', 'understand', 'happened', 'expelliarmus', 'freezing', 'charm']"
5,"['but', 'moment', 'renewed', 'sounds', 'scuffling', 'voice', 'shouted', 'they', 'blocked', 'stairs', 'reducto']"
5,['reducto']
5,"['avada', 'kedavra']"
5,"['petrificus', 'totalus']"
5,"['petrificus', 'totalus']"
5,"['harry', 'saw', 'red', 'hair', 'flying', 'like', 'flames', 'front', 'ginny', 'locked', 'combat', 'lumpy', 'death', 'eater', 'amycus', 'throwing', 'hex', 'hex', 'dodged', 'amycus', 'giggling', 'enjoying', 'sport', 'crucio', 'crucio', 'dance', 'forever', 'pretty']"
5,"['impedimenta', 'yelled', 'harry']"
5,"['impedimenta', 'yelled', 'rolled', 'crouching', 'close', 'dark', 'ground', 'miraculously', 'jinx', 'hit', 'one', 'stumbled', 'fell', 'tripping', 'harry', 'leapt', 'feet', 'sprinted', 'snape']"
5,"['harry', 'tore', 'past', 'hagrid', 'opponent', 'took', 'aim', 'snape', 'back', 'yelled', 'stupefy']"
5,"['but', 'snape', 'parried', 'curse', 'knocking', 'harry', 'backward', 'feet', 'could', 'complete', 'harry', 'rolled', 'scrambled', 'back', 'huge', 'death', 'eater', 'behind', 'yelled', 'incendio', 'harry', 'heard', 'explosive', 'bang', 'dancing', 'orange', 'light', 'spilled', 'hagrid', 'house', 'fire']"
5,"['we', 'put', 'house', 'said', 'harry', 'charm', 'aguamenti']"
5,"['knew', 'summat', 'like', 'mumbled', 'hagrid', 'raised', 'smoldering', 'pink', 'flowery', 'umbrella', 'said', 'aguamenti']"
5,"['harry', 'raised', 'wand', 'arm', 'felt', 'like', 'lead', 'murmured', 'aguamenti', 'together', 'hagrid', 'poured', 'water', 'house', 'last', 'flame', 'extinguished']"
5,"['harry', 'remembered', 'snape', 'mended', 'malfoy', 'sectumsempra', 'wounds', 'easily', 'wand']"
5,"['the', 'avada', 'kedavra', 'harry', 'go']"
5,"['we', 'tried', 'everything', 'lumos', 'incendio', 'said', 'ginny']"
5,"['he', 'knew', 'i', 'used', 'sectumsempra']"
6,"['avada', 'kedavra']"
6,"['wriggling', 'around', 'cried', 'stupefy', 'red', 'bolt', 'light', 'shot', 'wand', 'cleaving', 'gap', 'four', 'pursuing', 'death', 'eaters', 'scattered', 'avoid']"
6,['reparo']
6,"['in', 'desperation', 'harry', 'pointed', 'wand', 'sidecar', 'shouted', 'wingardium', 'leviosa']"
6,"['i', 'comin', 'harry', 'hagrid', 'yelled', 'darkness', 'harry', 'could', 'feel', 'sidecar', 'beginning', 'sink', 'crouching', 'low', 'could', 'pointed', 'middle', 'oncoming', 'figures', 'yelled', 'impedimenta']"
6,"['as', 'soared', 'upward', 'away', 'two', 'remaining', 'death', 'eaters', 'harry', 'spat', 'blood', 'mouth', 'pointed', 'wand', 'falling', 'sidecar', 'yelled', 'confringo']"
6,"['expelliarmus', 'harry', 'yelled']"
6,"['it', 'he', 'could', 'see', 'hear', 'voldemort', 'glimpsed', 'another', 'death', 'eater', 'swooping', 'way', 'heard', 'avada']"
6,"['hagrid', 'accio', 'hagrid']"
6,"['stan', 'i', 'stunned', 'fallen', 'died', 'i', 'used', 'avada', 'kedavra']"
6,"['expelliarmus', 'saved', 'voldemort', 'two', 'years', 'ago', 'harry', 'added', 'defiantly']"
6,"['expelliarmus', 'useful', 'spell', 'harry', 'death', 'eaters', 'seem', 'think', 'signature', 'move', 'i', 'urge', 'let', 'become']"
6,"['sectumsempra', 'always', 'speciality', 'snape']"
6,"['of', 'course', 'none', 'guests', 'death', 'eaters', 'guarantee', 'zat', 'zey', 'let', 'something', 'slip', 'zey', 'ave', 'ad', 'champagne']"
6,"['hastily', 'pulling', 'wand', 'pointed', 'rag', 'said', 'tergeo']"
6,"['descendo', 'muttered', 'ron', 'pointing', 'wand', 'low', 'ceiling']"
6,"['you', 'know', 'accio']"
6,"['harry', 'seized', 'wand', 'lying', 'beside', 'camp', 'bed', 'pointed', 'cluttered', 'desk', 'left', 'glasses', 'said', 'accio', 'glasses', 'although', 'around', 'foot', 'away', 'something', 'immensely', 'satisfying', 'seeing', 'zoom', 'toward', 'least', 'poked', 'eye']"
6,"['muffliato', 'whispered', 'waving', 'wand', 'direction', 'stairs']"
6,"['as', 'pushed', 'way', 'across', 'dance', 'floor', 'harry', 'saw', 'cloaked', 'masked', 'figures', 'appearing', 'crowd', 'saw', 'lupin', 'tonks', 'wands', 'raised', 'heard', 'shout', 'protego', 'cry', 'echoed', 'sides']"
6,"['the', 'force', 'death', 'eaters', 'spells', 'shattered', 'tiled', 'wall', 'ron', 'head', 'harry', 'still', 'invisible', 'yelled', 'stupefy']"
6,"['expulso', 'bellowed', 'death', 'eater', 'table', 'behind', 'harry', 'standing', 'blew', 'the', 'force', 'explosion', 'slammed', 'wall', 'felt', 'wand', 'leave', 'hand', 'cloak', 'slipped']"
6,"['petrificus', 'totalus', 'screamed', 'hermione', 'sight', 'death', 'eater', 'fell', 'forward', 'like', 'statue', 'land', 'crunching', 'thud', 'mess', 'broken', 'china', 'table', 'coffee']"
6,['diffindo']
6,"['she', 'took', 'deep', 'calming', 'breath', 'pointed', 'wand', 'dolohov', 'forehead', 'said', 'obliviate']"
6,"['before', 'go', 'farther', 'i', 'think', 'better', 'check', 'whispered', 'hermione', 'raised', 'wand', 'said', 'homenum', 'revelio']"
6,"['on', 'landing', 'whispered', 'lumos', 'started', 'climb', 'stairs', 'wandlight']"
6,"['hermione', 'pointed', 'wand', 'handle', 'said', 'alohomora', 'there', 'click', 'door', 'swung', 'open']"
6,"['she', 'raised', 'wand', 'said', 'accio', 'locket']"
6,"['like', 'voldemort', 'put', 'stone', 'basin', 'cave', 'said', 'harry', 'remembering', 'unable', 'summon', 'fake', 'locket']"
6,"['the', 'dark', 'lord', 'tell', 'kreacher', 'took', 'kreacher', 'cave', 'beside', 'sea']"
6,"['and', 'beyond', 'cave', 'cavern', 'cavern', 'great', 'black', 'lake']"
6,"['but', 'apparate', 'cave', 'said', 'harry', 'otherwise', 'dumbledore']"
6,"['and', 'little', 'later', 'master', 'regulus', 'came', 'find', 'kreacher', 'cupboard', 'one', 'night', 'master', 'regulus', 'strange', 'usually', 'disturbed', 'mind', 'kreacher', 'could', 'tell', 'asked', 'kreacher', 'take', 'cave', 'cave', 'kreacher', 'gone', 'dark', 'lord']"
6,"['the', 'elf', 'lay', 'floor', 'panting', 'shivering', 'green', 'mucus', 'glistening', 'around', 'snout', 'bruise', 'already', 'blooming', 'pallid', 'forehead', 'struck', 'eyes', 'swollen', 'bloodshot', 'swimming', 'tears']"
6,['expelliarmus']
6,"['aguamenti', 'screamed', 'hermione', 'jet', 'water', 'streamed', 'wand', 'engulfing', 'spluttering', 'choking', 'mundungus']"
6,"['opening', 'proceeded', 'force', 'painting', 'inside', 'despite', 'fact', 'patently', 'large', 'fit', 'inside', 'tiny', 'bag', 'within', 'seconds', 'vanished', 'like', 'much', 'else', 'bag', 'capacious', 'depths']"
6,"['try', 'finite', 'incantatem', 'said', 'hermione', 'stop', 'rain', 'hex', 'curse', 'something', 'gone', 'wrong', 'atmospheric', 'charm', 'difficult', 'fix', 'interim', 'measure', 'try', 'impervius', 'protect', 'belongings']"
6,"['the', 'silence', 'pressed', 'upon', 'there', 'bustling', 'talk', 'swift', 'footsteps', 'purplecarpeted', 'corridors', 'hushed', 'though', 'muffliato', 'charm', 'cast', 'place']"
6,"['then', 'turned', 'face', 'room', 'raised', 'wand', 'murmured', 'accio', 'locket']"
6,"['did', 'try', 'meteolojinx', 'recanto']"
6,"['meteolojinx', 'recanto', 'whispered', 'ron']"
6,"['he', 'thought', 'casting', 'muffliato', 'charm', 'upon', 'umbridge', 'yaxley', 'even', 'murmuring', 'word', 'might', 'cause', 'hermione', 'alarm']"
6,"['he', 'raised', 'wand', 'even', 'troubling', 'keep', 'concealed', 'beneath', 'invisibility', 'cloak', 'said', 'stupefy']"
6,"['he', 'tried', 'draw', 'wand', 'late', 'stupefy']"
6,"['expecto', 'patronum']"
6,"['diffindo', 'nothing', 'happened']"
6,"['i', 'know', 'harry', 'wakes', 'locket', 'gone', 'i', 'need', 'duplicate', 'geminio']"
6,['relashio']
6,"['expec', 'expecto', 'patronum', 'said', 'hermione']"
6,"['expecto', 'patronum']"
6,"['accio', 'dittany']"
6,"['salvio', 'hexia', 'protego', 'totalum', 'repello', 'muggletum', 'muffliato', 'you', 'could', 'get', 'tent', 'harry']"
6,"['erecto', 'added', 'pointing', 'wand', 'misshapen', 'canvas', 'one', 'fluid', 'motion', 'rose', 'air', 'settled', 'fully', 'constructed', 'onto', 'ground', 'harry', 'whose', 'startled', 'hands', 'tent', 'peg', 'soared', 'land', 'final', 'thud', 'end', 'guy', 'rope']"
6,"['cave', 'inimicum', 'hermione', 'finished', 'skyward', 'flourish']"
6,"['you', 'cast', 'muffliato', 'charm', 'us', 'right', 'whispered', 'hermione']"
6,"['i', 'everything', 'whispered', 'back', 'muffliato', 'mugglerepelling', 'disillusionment', 'charms']"
6,"['accio', 'salmon']"
6,['obscuro']
6,"['protego', 'cried', 'invisible', 'shield', 'expanded', 'harry', 'one', 'side', 'ron', 'forced', 'backward', 'steps', 'strength', 'spell', 'harry', 'ron', 'glared', 'either', 'side', 'transparent', 'barrier', 'though', 'seeing', 'clearly', 'first', 'time']"
6,"['as', 'bathilda', 'fumbled', 'logs', 'fire', 'muttered', 'tergeo', 'the', 'dust', 'vanished', 'photographs', 'saw', 'half', 'dozen', 'missing', 'largest', 'ornate', 'frames']"
6,"['lumos', 'said', 'harry', 'wand', 'ignited']"
6,"['accio', 'accio', 'wand']"
6,"['the', 'snake', 'lunged', 'took', 'running', 'leap', 'dragging', 'hermione', 'struck', 'hermione', 'screamed', 'confringo', 'spell', 'flew', 'around', 'room', 'exploding', 'wardrobe', 'mirror', 'ricocheting', 'back', 'bouncing', 'floor', 'ceiling', 'harry', 'felt', 'heat', 'sear', 'back', 'hand']"
6,"['avada', 'kedavra']"
6,"['avada', 'kedavra']"
6,['lumos']
6,['expelliarmus']
6,"['lumos', 'whispered', 'wandtip', 'ignited']"
6,"['he', 'pointed', 'wand', 'silvery', 'shape', 'murmured', 'accio', 'sword']"
6,['diffindo']
6,['protego']
6,['engorgio']
6,"['sorry', 'reducio']"
6,"['homenum', 'revelio', 'said', 'voice', 'foot', 'stairs']"
6,"['obliviate', 'cried', 'hermione', 'pointing', 'wand', 'first', 'face', 'floor', 'beneath']"
6,['deprimo']
6,"['protego', 'totalum', 'salvio', 'hexia']"
6,"['cave', 'inimicum', 'didn', 'i', 'say', 'erumpent', 'horn', 'i', 'tell']"
6,"['stupefy', 'screamed']"
6,['stupefy']
6,['crucio']
6,"['relashio', 'said', 'ron', 'pointing', 'wand', 'silver', 'hand', 'nothing', 'happened', 'pettigrew', 'dropped', 'knees', 'moment', 'hermione', 'gave', 'dreadful', 'scream', 'overhead']"
6,"['expelliarmus', 'roared', 'pointing', 'wormtail', 'wand', 'bellatrix', 'flew', 'air', 'caught', 'harry', 'sprinted', 'ron']"
6,"['lucius', 'narcissa', 'draco', 'greyback', 'wheeled', 'harry', 'yelled', 'stupefy', 'lucius', 'malfoy', 'collapsed', 'onto', 'hearth']"
6,"['as', 'ron', 'ran', 'pull', 'hermione', 'wreckage', 'harry', 'took', 'chance', 'he', 'leapt', 'armchair', 'wrested', 'three', 'wands', 'draco', 'grip', 'pointed', 'greyback', 'yelled', 'stupefy', 'the', 'werewolf', 'lifted', 'feet', 'triple', 'spell', 'flew', 'ceiling', 'smashed', 'ground']"
6,"['priori', 'incantatem', 'said', 'harry']"
6,"['knowing', 'seconds', 'harry', 'pointed', 'draco', 'wand', 'guards', 'turn', 'murmured', 'confundo', 'twice']"
6,"['harry', 'raised', 'hawthorn', 'wand', 'beneath', 'cloak', 'pointed', 'old', 'goblin', 'whispered', 'first', 'time', 'life', 'imperio']"
6,"['harry', 'acted', 'without', 'thinking', 'pointing', 'wand', 'travers', 'muttered', 'imperio']"
6,['imperio']
6,"['imperio', 'harry', 'said', 'voice', 'echoed', 'stone', 'passage', 'felt', 'sense', 'heady', 'control', 'flowed', 'brain', 'wand']"
6,"['harry', 'i', 'think', 'i', 'hear', 'people', 'coming', 'said', 'hermione', 'pointed', 'bellatrix', 'wand', 'waterfall', 'cried', 'protego', 'they', 'saw', 'shield', 'charm', 'break', 'flow', 'enchanted', 'water', 'flew', 'passageway']"
6,['lumos']
6,"['accio', 'cup', 'cried', 'hermione', 'evidently', 'forgotten', 'desperation', 'griphook', 'told', 'planning', 'sessions']"
6,"['she', 'raised', 'wand', 'pointed', 'harry', 'whispered', 'levicorpus']"
6,"['impervius', 'screeched', 'hermione', 'attempt', 'protect', 'ron', 'goblins', 'burning', 'metal']"
6,"['liberacorpus', 'yelled', 'harry', 'crash', 'griphook', 'landed', 'surface', 'swelling', 'treasure', 'sword', 'flew', 'harry', 'hand']"
6,"['stupefy', 'bellowed', 'ron', 'hermione', 'joined', 'jets', 'red', 'light', 'flew', 'crowd', 'goblins', 'toppled', 'others', 'advanced', 'harry', 'saw', 'several', 'wizard', 'guards', 'running', 'around', 'corner']"
6,"['pointing', 'wand', 'thick', 'cuffs', 'chaining', 'beast', 'floor', 'yelled', 'relashio']"
6,"['harry', 'eyes', 'shut', 'tight', 'heat', 'dust', 'deafened', 'crashing', 'rock', 'dragon', 'roars', 'could', 'cling', 'back', 'expecting', 'shaken', 'moment', 'heard', 'hermione', 'yelling', 'defodio']"
6,"['and', 'could', 'boy', 'anybody', 'else', 'know', 'cave', 'penetrate', 'protection']"
6,"['accio', 'cloak', 'roared', 'one', 'death', 'eaters']"
6,"['it', 'ron', 'hermione', 'thought', 'whispered', 'expecto', 'patronum']"
6,"['you', 'idiot', 'expecto', 'patronum']"
6,"['he', 'hiding', 'cave', 'grawp', 'ever', 'since', 'tried', 'arrest']"
6,"['he', 'moving', 'along', 'tunnel', 'first', 'cave']"
6,"['as', 'amycus', 'spun', 'around', 'harry', 'shouted', 'crucio']"
6,"['before', 'harry', 'luna', 'could', 'act', 'professor', 'mcgonagall', 'rose', 'feet', 'pointed', 'wand', 'groggy', 'death', 'eater', 'said', 'imperio']"
6,"['protego', 'horribilis', 'diadem', 'ravenclaw', 'squeaked', 'flitwick']"
6,"['piertotum', 'oh', 'heaven', 'sake', 'filch']"
6,"['and', 'piertotum', 'locomotor', 'cried', 'professor', 'mcgonagall']"
6,"['heard', 'youknowwho', 'cave', 'said', 'hagrid', 'grimly']"
6,"['accio', 'diadem', 'cried', 'hermione', 'desperation', 'nothing', 'flew', 'air', 'toward']"
6,"['with', 'whiplike', 'movement', 'crabbe', 'pointed', 'wand', 'fiftyfoot', 'mountain', 'old', 'furniture', 'broken', 'trunks', 'old', 'books', 'robes', 'unidentifiable', 'junk', 'shouted', 'descendo']"
6,"['ron', 'harry', 'bellowed', 'somewhere', 'sight', 'hermione', 'screamed', 'harry', 'heard', 'innumerable', 'objects', 'crashing', 'floor', 'side', 'destabilized', 'wall', 'he', 'pointed', 'wand', 'rampart', 'cried', 'finite', 'steadied']"
6,['crucio']
6,"['avada', 'kedavra']"
6,['expelliarmus']
6,"['crabbe', 'wheeled', 'around', 'screamed', 'avada', 'kedavra']"
6,"['aguamenti', 'harry', 'bawled', 'jet', 'water', 'soared', 'tip', 'wand', 'evaporated', 'air']"
6,"['two', 'masked', 'death', 'eaters', 'stood', 'even', 'wands', 'fully', 'raised', 'hermione', 'shouted', 'glisseo']"
6,"['duro', 'cried', 'hermione', 'pointing', 'wand', 'tapestry', 'two', 'loud', 'sickening', 'crunches', 'tapestry', 'turned', 'stone', 'death', 'eaters', 'pursuing', 'crumpled']"
6,"['ron', 'looked', 'around', 'directed', 'wand', 'twig', 'ground', 'said', 'wingardium', 'leviosa', 'the', 'twig', 'flew', 'ground', 'spun', 'air', 'caught', 'gust', 'wind', 'zoomed', 'directly', 'trunk', 'willow', 'ominously', 'swaying', 'branches']"
6,"['with', 'difficulty', 'dragged', 'murmured', 'nox', 'extinguishing', 'wandlight', 'continued', 'hands', 'knees', 'silently', 'possible', 'senses', 'straining', 'expecting', 'every', 'second', 'discovered', 'hear', 'cold', 'clear', 'voice', 'see', 'flash', 'green', 'light']"
6,"['expecto', 'patronum']"
6,"['sectumsempra', 'shouted', 'snape']"
6,"['he', 'lowered', 'shaking', 'hand', 'raised', 'draco', 'wand', 'beneath', 'cloak', 'murmured', 'lumos']"
6,['crucio']
6,"['protego', 'roared', 'harry', 'shield', 'charm', 'expanded', 'middle', 'hall', 'voldemort', 'stared', 'around', 'source', 'harry', 'pulled', 'invisibility', 'cloak', 'last']"
6,"['avada', 'kedavra']"
6,['expelliarmus']
6,"['he', 'laid', 'broken', 'wand', 'upon', 'headmaster', 'desk', 'touched', 'tip', 'elder', 'wand', 'said', 'reparo']"
