book_num,sentence,rob_sentiment,rob_score,rob_all_scores
4,expecto patronum,neutral,0.7262132,"{'neutral': 0.7262132, 'positive': 0.1788494, 'negative': 0.09493735}"
4,expecto patronum,neutral,0.7262132,"{'neutral': 0.7262132, 'positive': 0.1788494, 'negative': 0.09493735}"
4,lumos,neutral,0.6599488,"{'neutral': 0.6599488, 'positive': 0.17776187, 'negative': 0.16228934}"
4,that could bit cleaning scourgify she point wand hedwig cage feather dropping vanish,neutral,0.81017804,"{'neutral': 0.81017804, 'negative': 0.115466855, 'positive': 0.074355125}"
4,locomotor trunk,neutral,0.8278084,"{'neutral': 0.8278084, 'positive': 0.10779607, 'negative': 0.0643955}"
4,bill take wand mutter evanesco scroll vanish,neutral,0.7934385,"{'neutral': 0.7934385, 'negative': 0.13979815, 'positive': 0.066763386}"
4,see I ave left say mundungus lean forward plead note voice I ad business opportunity,neutral,0.8007878,"{'neutral': 0.8007878, 'positive': 0.1273995, 'negative': 0.071812674}"
4,because ministry magic still voldemort know animagus wormtail tell big disguise useless,negative,0.5705403,"{'negative': 0.5705403, 'neutral': 0.3973972, 'positive': 0.032062545}"
4,something bad avada kedavra,negative,0.77334446,"{'negative': 0.77334446, 'neutral': 0.21621263, 'positive': 0.010442904}"
4,but anything bad avada kedavra curse say ron,negative,0.7898318,"{'negative': 0.7898318, 'neutral': 0.19921277, 'positive': 0.0109553905}"
4,no riddikulus,neutral,0.7982235,"{'neutral': 0.7982235, 'negative': 0.15408458, 'positive': 0.047691926}"
4,riddikulus,neutral,0.82487893,"{'neutral': 0.82487893, 'positive': 0.089850575, 'negative': 0.08527045}"
4,riddikulus,neutral,0.82487893,"{'neutral': 0.82487893, 'positive': 0.089850575, 'negative': 0.08527045}"
4,pull wand say firmly clearly riddikulus,neutral,0.87182665,"{'neutral': 0.87182665, 'positive': 0.06469541, 'negative': 0.06347792}"
4,scourgify,neutral,0.7559493,"{'neutral': 0.7559493, 'positive': 0.15718365, 'negative': 0.086867005}"
4,evanesco,neutral,0.81064427,"{'neutral': 0.81064427, 'positive': 0.13950144, 'negative': 0.049854334}"
4,right well I think tackle essay sprout selffertilize shrub first lucky able start mcgonagall inanimatus conjurus lunch,positive,0.5040935,"{'positive': 0.5040935, 'neutral': 0.48798808, 'negative': 0.007918443}"
4,you know probably try get homework do week harry muttered ron finally lay aside professor mcgonagall long essay inanimatus conjurus spell turn miserably professor sinistra equally long difficult essay jupiter moon,neutral,0.5465647,"{'neutral': 0.5465647, 'negative': 0.4116777, 'positive': 0.041757606}"
4,reparo harry mutter point wand break piece china,neutral,0.90268457,"{'neutral': 0.90268457, 'positive': 0.059742205, 'negative': 0.037573237}"
4,but twentyeight we none we animagus need much invisibility cloak invisibility marquee,neutral,0.6837019,"{'neutral': 0.6837019, 'negative': 0.16851805, 'positive': 0.14778003}"
4,harry point wand bullfrog hop hopefully toward side table accio zoom gloomily back hand,neutral,0.7809248,"{'neutral': 0.7809248, 'positive': 0.19591472, 'negative': 0.023160528}"
4,silencio,neutral,0.789074,"{'neutral': 0.789074, 'positive': 0.14667779, 'negative': 0.06424818}"
4,silencio say hermione hastily point wand harry frog deflate silently,neutral,0.8075904,"{'neutral': 0.8075904, 'negative': 0.12119903, 'positive': 0.07121054}"
4,silencio,neutral,0.789074,"{'neutral': 0.789074, 'positive': 0.14667779, 'negative': 0.06424818}"
4,silencio,neutral,0.789074,"{'neutral': 0.789074, 'positive': 0.14667779, 'negative': 0.06424818}"
4,silencio,neutral,0.789074,"{'neutral': 0.789074, 'positive': 0.14667779, 'negative': 0.06424818}"
4,silencio the raven continue open close sharp beak sound come,neutral,0.8445827,"{'neutral': 0.8445827, 'positive': 0.14236152, 'negative': 0.013055771}"
4,er silencio,neutral,0.84478664,"{'neutral': 0.84478664, 'positive': 0.116052665, 'negative': 0.03916071}"
4,he pull wand tap glass say impervius,neutral,0.84051883,"{'neutral': 0.84051883, 'positive': 0.118966326, 'negative': 0.040514916}"
4,if could keep rain face would really help visibility together come impervius,positive,0.7635371,"{'positive': 0.7635371, 'neutral': 0.22289751, 'negative': 0.013565425}"
4,they squelch deepen mud middle pitch visibility still poor even impervius charm light fade fast curtain rain sweeping ground,negative,0.7564299,"{'negative': 0.7564299, 'neutral': 0.22984695, 'positive': 0.0137231415}"
4,I think first thing expelliarmus know disarm charm,neutral,0.7241446,"{'neutral': 0.7241446, 'positive': 0.24172302, 'negative': 0.034132387}"
4,I think expelliarmus exactly go help we youknowwho,neutral,0.7287646,"{'neutral': 0.7287646, 'positive': 0.219895, 'negative': 0.051340412}"
4,the room suddenly full shout expelliarmus wands fly direction miss spell hit book shelf send fly air,neutral,0.7509057,"{'neutral': 0.7509057, 'positive': 0.13814485, 'negative': 0.11094944}"
4,expelliarmus say neville harry catch unawares feel wand fly hand,neutral,0.84522724,"{'neutral': 0.84522724, 'positive': 0.10003962, 'negative': 0.054733206}"
4,he blow whistle everybody stop shout expelliarmus last couple wand clatter floor,neutral,0.56471646,"{'neutral': 0.56471646, 'negative': 0.39048022, 'positive': 0.04480333}"
4,he could hear girl voice scream malfoy yell george swear whistle blow bellow crowd around care somebody vicinity yelled impedimenta knock backward force spell abandon attempt punch every inch malfoy could reach,neutral,0.7649862,"{'neutral': 0.7649862, 'negative': 0.17309119, 'positive': 0.061922535}"
4,so bowed outta way go find nice little cave ter spend night followin mornin go back time find karkus sittin waitin fer us lookin eager,neutral,0.74350363,"{'neutral': 0.74350363, 'positive': 0.23592114, 'negative': 0.020575274}"
4,that night fight break see mouth cave lookin valley,neutral,0.7606446,"{'neutral': 0.7606446, 'negative': 0.12878561, 'positive': 0.11056972}"
4,spend couple day lyin low cave watchin,neutral,0.8015556,"{'neutral': 0.8015556, 'negative': 0.15351301, 'positive': 0.044931363}"
4,yeah third night karkus kill crept outta cave bin hidin head back inter gully keepin eye skin fer death eater,neutral,0.51974356,"{'neutral': 0.51974356, 'negative': 0.4477636, 'positive': 0.03249292}"
4,cave must cramp say ron,neutral,0.7125059,"{'neutral': 0.7125059, 'negative': 0.2298372, 'positive': 0.057656996}"
4,the room soon full intermittent cry impedimenta people freeze minute partner would stare aimlessly around room watch pair work would unfreeze take turn jinx,negative,0.5043705,"{'negative': 0.5043705, 'neutral': 0.476766, 'positive': 0.018863514}"
4,he raise wand murmur portus moment kettle tremble glow odd blue light quiver rest solidly black ever,neutral,0.8669068,"{'neutral': 0.8669068, 'positive': 0.104312785, 'negative': 0.028780404}"
4,accio butterbeer,neutral,0.75225383,"{'neutral': 0.75225383, 'positive': 0.19362146, 'negative': 0.054124705}"
4,perhaps animagus,neutral,0.7559109,"{'neutral': 0.7559109, 'negative': 0.122048065, 'positive': 0.122041084}"
4,perhaps voldemort animagus,neutral,0.83749986,"{'neutral': 0.83749986, 'negative': 0.10563554, 'positive': 0.05686459}"
4,the healer point wand door janus thickey ward mutter alohomora the door swung open lead way inside keep firm grasp gilderoy arm settle armchair beside bed,neutral,0.91672295,"{'neutral': 0.91672295, 'positive': 0.06389645, 'negative': 0.019380603}"
4,legilimen,neutral,0.70695144,"{'neutral': 0.70695144, 'positive': 0.18126369, 'negative': 0.11178484}"
4,let go count three one two three legilimen,neutral,0.8206661,"{'neutral': 0.8206661, 'positive': 0.1476954, 'negative': 0.03163856}"
4,legilimen,neutral,0.70695144,"{'neutral': 0.70695144, 'positive': 0.18126369, 'negative': 0.11178484}"
4,bode injure workplace accident week prior death,negative,0.6564225,"{'negative': 0.6564225, 'neutral': 0.32427487, 'positive': 0.019302612}"
4,bode whose health improve steadily prior tragic accident,negative,0.48399568,"{'negative': 0.48399568, 'neutral': 0.45875788, 'positive': 0.05724644}"
4,otherwise well know I inform authority unregistere animagus,neutral,0.81156737,"{'neutral': 0.81156737, 'negative': 0.11453772, 'positive': 0.07389489}"
4,one two three legilimen,neutral,0.786971,"{'neutral': 0.786971, 'positive': 0.1615946, 'negative': 0.051434446}"
4,protego,neutral,0.6780551,"{'neutral': 0.6780551, 'positive': 0.24142647, 'negative': 0.0805185}"
4,reparo hiss snape jar seal,neutral,0.8569618,"{'neutral': 0.8569618, 'positive': 0.09466432, 'negative': 0.04837386}"
4,harry time gather together attempt clear mind snape already cry legilimen,neutral,0.7243812,"{'neutral': 0.7243812, 'negative': 0.14564845, 'positive': 0.12997034}"
4,professor flitwick go scurry wand hold squeak locomotor trunks professor trelawney luggage rise air proceed staircase professor flitwick bring rear,neutral,0.88491863,"{'neutral': 0.88491863, 'positive': 0.076395676, 'negative': 0.038685728}"
4,firecracker explode like mine everywhere harry look instead burn fade sight fizzling halt pyrotechnical miracle seem gain energy momentum long watch,neutral,0.6813647,"{'neutral': 0.6813647, 'positive': 0.17220032, 'negative': 0.14643492}"
4,they school unless something stupefy,neutral,0.75156426,"{'neutral': 0.75156426, 'negative': 0.20942801, 'positive': 0.03900777}"
4,accio,neutral,0.646958,"{'neutral': 0.646958, 'positive': 0.23394613, 'negative': 0.11909587}"
4,snape react fast though expect attack drop bag plunge hand inside robe wand halfway air james shout expelliarmus,neutral,0.8676202,"{'neutral': 0.8676202, 'positive': 0.075002894, 'negative': 0.05737688}"
4,impedimenta say point wand snape knock foot halfway dive toward fall wand,neutral,0.88134015,"{'neutral': 0.88134015, 'positive': 0.08434087, 'negative': 0.034318894}"
4,scourgify,neutral,0.7559493,"{'neutral': 0.7559493, 'positive': 0.15718365, 'negative': 0.086867005}"
4,disentangle robe get quickly foot wand sirius say petrificus totalus snape keel rigid board,neutral,0.86985785,"{'neutral': 0.86985785, 'positive': 0.08107622, 'negative': 0.049065992}"
4,so even bewitch door alohomora work I bet,neutral,0.76910615,"{'neutral': 0.76910615, 'positive': 0.18414235, 'negative': 0.04675148}"
4,and umbridge could say word raise wand say together accio broom,neutral,0.8871136,"{'neutral': 0.8871136, 'positive': 0.07804852, 'negative': 0.034837972}"
4,reparo say hermione quickly mend ron cup wave wand,neutral,0.8822483,"{'neutral': 0.8822483, 'positive': 0.096831694, 'negative': 0.020920062}"
4,they murmur lumos wand tip ignite,neutral,0.57615983,"{'neutral': 0.57615983, 'negative': 0.3881, 'positive': 0.035740186}"
4,expecto patronum,neutral,0.7262132,"{'neutral': 0.7262132, 'positive': 0.1788494, 'negative': 0.09493735}"
4,harry see longfingere white hand clutch wand rise end arm hear high cold voice say crucio,neutral,0.89114535,"{'neutral': 0.89114535, 'positive': 0.09021698, 'negative': 0.01863772}"
4,be quiet shout hermione late umbridge pointed wand magorian scream incarcerous,neutral,0.65236276,"{'neutral': 0.65236276, 'negative': 0.2732656, 'positive': 0.07437164}"
4,flagrate,neutral,0.45971859,"{'neutral': 0.45971859, 'negative': 0.45736372, 'positive': 0.08291769}"
4,she point wand place lock would ordinary door say alohomora,neutral,0.9093536,"{'neutral': 0.9093536, 'negative': 0.050779574, 'positive': 0.039866794}"
4,the word hardly mouth female death eater shriek accio proph,negative,0.7761272,"{'negative': 0.7761272, 'neutral': 0.2126325, 'positive': 0.011240241}"
4,he shout protego finish spell though glass sphere slip tip finger manage cle,neutral,0.8763493,"{'neutral': 0.8763493, 'positive': 0.10116985, 'negative': 0.022480927}"
4,five different voice behind bellow reducto five curse fly five different direction shelf opposite explode hit,neutral,0.8199493,"{'neutral': 0.8199493, 'negative': 0.1185279, 'positive': 0.0615228}"
4,something heavy strike side face merely duck head sprint onward hand catch shoulder hear hermione shout stupefy hand release,neutral,0.8739956,"{'neutral': 0.8739956, 'negative': 0.06989063, 'positive': 0.056113806}"
4,colloportus gasp hermione door seal odd squelching noise,neutral,0.8582567,"{'neutral': 0.8582567, 'negative': 0.08385646, 'positive': 0.05788682}"
4,alohomora,neutral,0.7425816,"{'neutral': 0.7425816, 'negative': 0.13014765, 'positive': 0.12727077}"
4,poke wand desk shout stupefy,neutral,0.7110004,"{'neutral': 0.7110004, 'negative': 0.19446617, 'positive': 0.0945334}"
4,avada,neutral,0.6868798,"{'neutral': 0.6868798, 'positive': 0.18412143, 'negative': 0.12899865}"
4,neville overturned desk anxiety help point wand wildly struggle pair cry expelliarmus,negative,0.6210413,"{'negative': 0.6210413, 'neutral': 0.35621685, 'positive': 0.02274178}"
4,harry flung sideways neville take aim shout stupefy,neutral,0.7995709,"{'neutral': 0.7995709, 'negative': 0.1349441, 'positive': 0.06548498}"
4,stupefy scream hermione catch,neutral,0.7002136,"{'neutral': 0.7002136, 'positive': 0.15229361, 'negative': 0.14749284}"
4,accio wand cry hermione,neutral,0.7562962,"{'neutral': 0.7562962, 'positive': 0.1412533, 'negative': 0.102450415}"
4,with cry triumph yelled impedimenta,neutral,0.69813544,"{'neutral': 0.69813544, 'positive': 0.25273594, 'negative': 0.049128648}"
4,silencio cry hermione man voice extinguish,neutral,0.6895412,"{'neutral': 0.6895412, 'negative': 0.26189765, 'positive': 0.048561156}"
4,petrificus totalus shout harry second death eater raise wand,neutral,0.6410121,"{'neutral': 0.6410121, 'negative': 0.29184806, 'positive': 0.0671399}"
4,harry seize chance petrificus totalus,neutral,0.631885,"{'neutral': 0.631885, 'positive': 0.34101656, 'negative': 0.027098475}"
4,colloportus shout harry hear three body slam door side,neutral,0.8181544,"{'neutral': 0.8181544, 'negative': 0.09829804, 'positive': 0.083547615}"
4,colloportus,neutral,0.7593167,"{'neutral': 0.7593167, 'negative': 0.12075706, 'positive': 0.119926214}"
4,honest harry brain look accio brain,neutral,0.81734514,"{'neutral': 0.81734514, 'negative': 0.09152461, 'positive': 0.091130234}"
4,diffindo yell harry try sever feeler wrap tightly around ron eye would break,neutral,0.6718721,"{'neutral': 0.6718721, 'negative': 0.27485967, 'positive': 0.05326816}"
4,crucio,neutral,0.657012,"{'neutral': 0.657012, 'positive': 0.19572522, 'negative': 0.14726278}"
4,the man relinquish harry howl pain harry whirl around face gasp stupefy,neutral,0.735203,"{'neutral': 0.735203, 'negative': 0.22598168, 'positive': 0.038815275}"
4,tarantallegra shout wand point neville whose leg go immediately kind frenzied tap dance unbalance cause fall floor,neutral,0.75294,"{'neutral': 0.75294, 'negative': 0.17907943, 'positive': 0.06798058}"
4,he make slash movement wand use hermione harry yelled protego,neutral,0.88630795,"{'neutral': 0.88630795, 'positive': 0.08700779, 'negative': 0.026684167}"
4,accio proph,neutral,0.72909474,"{'neutral': 0.72909474, 'positive': 0.14331566, 'negative': 0.12758961}"
4,spring harry yelled petrificus totalus once dolohov arm leg snap together keel backward landing crash back,neutral,0.7668449,"{'neutral': 0.7668449, 'negative': 0.13680638, 'positive': 0.096348695}"
4,malfoy point wand instead neville harry jabbed wand back shoulder yelled impedimenta,neutral,0.80055624,"{'neutral': 0.80055624, 'negative': 0.15408807, 'positive': 0.04535568}"
4,here say lupin quietly point wand neville leg say finite the spell lift,neutral,0.89274967,"{'neutral': 0.89274967, 'positive': 0.08320086, 'negative': 0.024049522}"
4,the brain slip slide begin spin long colored tentacle shout wingardium leviosa fly air away,neutral,0.82644147,"{'neutral': 0.82644147, 'positive': 0.106446244, 'negative': 0.0671123}"
4,he fling behind fountain bellow crucio,neutral,0.89775074,"{'neutral': 0.89775074, 'positive': 0.07983627, 'negative': 0.022413008}"
4,she scream crucio force duck centaur arm hold bow spin land crash floor short distance golden wizard head,neutral,0.8011359,"{'neutral': 0.8011359, 'positive': 0.11599899, 'negative': 0.08286511}"
4,stupefy yelled harry,neutral,0.82920873,"{'neutral': 0.82920873, 'positive': 0.096254334, 'negative': 0.07453701}"
4,protego,neutral,0.6780551,"{'neutral': 0.6780551, 'positive': 0.24142647, 'negative': 0.0805185}"
4,you ve get it potter and you will give it to I accio prophecy,neutral,0.817606,"{'neutral': 0.817606, 'positive': 0.13092878, 'negative': 0.05146522}"
4,accio prophecy,neutral,0.73156726,"{'neutral': 0.73156726, 'positive': 0.19356324, 'negative': 0.074869536}"
4,master I sorry I know I fight animagus black sob bellatrix fling voldemort foot pace slowly nearer,neutral,0.5662829,"{'neutral': 0.5662829, 'negative': 0.36856017, 'positive': 0.06515698}"
4,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
4,he point wand mutter portus the head glow blue tremble noisily wooden floor second become still,neutral,0.845477,"{'neutral': 0.845477, 'positive': 0.1081104, 'negative': 0.04641258}"
4,but I sufficiently accomplish legilimen know I lie I persuade tell full story I leave department mystery,neutral,0.6354757,"{'neutral': 0.6354757, 'negative': 0.20756218, 'positive': 0.15696214}"
4,up cave like sirius,neutral,0.70819515,"{'neutral': 0.70819515, 'positive': 0.20009093, 'negative': 0.091713876}"
4,don stupid much quick I pack,neutral,0.57715696,"{'neutral': 0.57715696, 'negative': 0.2934173, 'positive': 0.12942573}"
5,fool dark lord greatest wizard accomplish legilimen world ever see,negative,0.45645532,"{'negative': 0.45645532, 'neutral': 0.36667117, 'positive': 0.17687352}"
5,lumos,neutral,0.6599488,"{'neutral': 0.6599488, 'positive': 0.17776187, 'negative': 0.16228934}"
5,you join order teach hogwart say harry could quite keep note derision voice it hard sympathize slughorn cosseted existence remember sirius crouch cave living rat,neutral,0.64682627,"{'neutral': 0.64682627, 'negative': 0.29197854, 'positive': 0.061195172}"
5,at beauxbaton say fleur complacently ad different way thing,neutral,0.84245193,"{'neutral': 0.84245193, 'negative': 0.09094703, 'positive': 0.066601016}"
5,anapneo say slughorn calmly point wand belby whose airway seem clear,neutral,0.7091834,"{'neutral': 0.7091834, 'positive': 0.2748033, 'negative': 0.016013278}"
5,petrificus totalus,neutral,0.6189883,"{'neutral': 0.6189883, 'negative': 0.26435056, 'positive': 0.11666124}"
5,then remember wizard like dumbledore could perform spell without speak try summon wand fall hand say word accio wand head nothing happen,neutral,0.77482104,"{'neutral': 0.77482104, 'positive': 0.11502804, 'negative': 0.11015087}"
5,she pull open train door leapt onto platform seem slide underneath train gather momentum,neutral,0.9153537,"{'neutral': 0.9153537, 'positive': 0.07270922, 'negative': 0.011937084}"
5,episkey say tonk,neutral,0.7674043,"{'neutral': 0.7674043, 'negative': 0.12731847, 'positive': 0.10527716}"
5,alohomora say confidently point wand padlock nothing happen,neutral,0.7631057,"{'neutral': 0.7631057, 'positive': 0.12672816, 'negative': 0.11016614}"
5,she raise wand say tergeo siphon dried blood,neutral,0.80327344,"{'neutral': 0.80327344, 'negative': 0.15158965, 'positive': 0.04513695}"
5,he get new home mountain dumbledore fix nice big cave,positive,0.744291,"{'positive': 0.744291, 'neutral': 0.24668884, 'negative': 0.009020173}"
5,he turn wand harry fast harry react instinctively think nonverbal spell forget yelled protego,neutral,0.8825521,"{'neutral': 0.8825521, 'positive': 0.059612714, 'negative': 0.057835173}"
5,specialis revelio say rap smartly front cover,neutral,0.6822847,"{'neutral': 0.6822847, 'positive': 0.28930542, 'negative': 0.028409896}"
5,merope stumble across room time raise wand ogden lift say firmly reparo the pot mend instantly,neutral,0.86059356,"{'neutral': 0.86059356, 'positive': 0.11123398, 'negative': 0.028172454}"
5,both harry ogden yell no time ogden raise wand cry relashio gaunt throw backward away daughter trip chair fall flat back,neutral,0.60305536,"{'neutral': 0.60305536, 'negative': 0.33020037, 'positive': 0.066744305}"
5,and suppose practice aguamenti charm flitwick,neutral,0.8594074,"{'neutral': 0.8594074, 'positive': 0.109447725, 'negative': 0.03114481}"
5,he pull old copy advanced potionmake bag tap cover wand mutter diffindo the cover fall,neutral,0.9002186,"{'neutral': 0.9002186, 'positive': 0.059480943, 'negative': 0.040300425}"
5,he swap cover tap say reparo,neutral,0.9001091,"{'neutral': 0.9001091, 'positive': 0.058269072, 'negative': 0.041621868}"
5,there hex cause toenail grow alarmingly fast try crabbe corridor entertaining result jinx glue tongue roof mouth twice use general applause unsuspecte argus filch perhaps useful muffliato spell fill ear anyone nearby unidentifiable buzz lengthy conversation could hold class without overheard,neutral,0.6137484,"{'neutral': 0.6137484, 'negative': 0.33330056, 'positive': 0.052951068}"
5,the person find charm amusing hermione maintain rigidly disapprove expression throughout refuse talk harry use muffliato spell anyone vicinity,neutral,0.6948427,"{'neutral': 0.6948427, 'negative': 0.17540081, 'positive': 0.12975651}"
5,levicorpus nvbl,neutral,0.7875003,"{'neutral': 0.7875003, 'positive': 0.14772749, 'negative': 0.06477222}"
5,point wand nothing particular give upward flick say levicorpus,neutral,0.8636151,"{'neutral': 0.8636151, 'negative': 0.08786784, 'positive': 0.04851706}"
5,he grope potion book riffle panic try find right page last locate decipher one cramp word underneath spell pray counterjinx harry think liberacorpus,neutral,0.7682712,"{'neutral': 0.7682712, 'negative': 0.14416045, 'positive': 0.087568305}"
5,and mrs cole take another swig gin slop little chin time summer outing take know year countryside seaside well amy benson dennis bishop never quite right afterwards ever get go cave tom riddle,neutral,0.68711853,"{'neutral': 0.68711853, 'negative': 0.23042071, 'positive': 0.082460746}"
5,the little story strangle rabbit young boy girl lure cave suggestive,neutral,0.87059903,"{'neutral': 0.87059903, 'negative': 0.08710824, 'positive': 0.042292714}"
5,okay professor start say ron add quietly turn away use muffliato harry,neutral,0.87197495,"{'neutral': 0.87197495, 'positive': 0.0860836, 'negative': 0.041941468}"
5,reparo say hastily poke piece wand bowl spring back together,neutral,0.8732564,"{'neutral': 0.8732564, 'positive': 0.106780946, 'negative': 0.019962693}"
5,I fix say harry land beside two girl point wand demelza mouth say episkey and ginny call ron prat captain team,neutral,0.7952848,"{'neutral': 0.7952848, 'negative': 0.123322174, 'positive': 0.08139294}"
5,oppugno come shriek doorway,neutral,0.70260584,"{'neutral': 0.70260584, 'negative': 0.16891895, 'positive': 0.12847519}"
5,one levicorpus,neutral,0.73270106,"{'neutral': 0.73270106, 'positive': 0.2335934, 'negative': 0.033705596}"
5,as far I aware know day riddle die avada kedavra curse usually leave sign damage,negative,0.53020525,"{'negative': 0.53020525, 'neutral': 0.45308378, 'positive': 0.016710911}"
5,ernie macmillan however mutter specialis revelio cauldron sound impressive harry ron hastened imitate,positive,0.52793384,"{'positive': 0.52793384, 'neutral': 0.4549419, 'negative': 0.01712429}"
5,harry react instinctively wand pocket incantation spring mind without conscious thought levicorpus,neutral,0.88372236,"{'neutral': 0.88372236, 'positive': 0.09120229, 'negative': 0.025075383}"
5,harry pointed wand hastily door madam pomfrey office mutter muffliato would come run,neutral,0.8547361,"{'neutral': 0.8547361, 'positive': 0.08844307, 'negative': 0.056820825}"
5,harry aim wand peeve say langlock peeve clutch throat gulp swooped room make obscene gesture unable speak owe fact tongue glue roof mouth,negative,0.6854198,"{'negative': 0.6854198, 'neutral': 0.2995705, 'positive': 0.015009736}"
5,yeah I say harry glance toward madam pomfrey office door check muffliato spell still work sign hear commotion,neutral,0.8422728,"{'neutral': 0.8422728, 'positive': 0.12444764, 'negative': 0.03327956}"
5,she tap broken scale wand say reparo the girl say thank remain rooted spot pass watch sight ron glance back,neutral,0.9036605,"{'neutral': 0.9036605, 'positive': 0.06047949, 'negative': 0.035860024}"
5,he find incantation sectumsempra scrawl margin intriguing word for enemy itching try think good front hermione,neutral,0.6609622,"{'neutral': 0.6609622, 'positive': 0.25975534, 'negative': 0.07928249}"
5,sectumsempra,neutral,0.7269315,"{'neutral': 0.7269315, 'negative': 0.13861002, 'positive': 0.13445845}"
5,exhausted delighted night work harry tell ron hermione everything happen next morning charm lesson first cast muffliato spell upon nearest,neutral,0.6741586,"{'neutral': 0.6741586, 'positive': 0.17309758, 'negative': 0.1527438}"
5,harry put book away notice corner page fold turning see sectumsempra spell caption for enemy mark week previously,neutral,0.89896446,"{'neutral': 0.89896446, 'negative': 0.068323314, 'positive': 0.032712203}"
5,malfoy hex miss harry inch shatter lamp wall beside harry throw sideways think levicorpus,neutral,0.7708805,"{'neutral': 0.7708805, 'negative': 0.18228392, 'positive': 0.0468355}"
5,sectumsempra bellow harry floor wave wand wildly,neutral,0.77234674,"{'neutral': 0.77234674, 'positive': 0.17416848, 'negative': 0.05348471}"
5,but call sectumsempra spell good ginny look land,neutral,0.51827973,"{'neutral': 0.51827973, 'positive': 0.38143677, 'negative': 0.10028356}"
5,I sure though I think rule snake I believe hidden cave coast many mile cave I try locate long time cave tom riddle terrorize two child orphanage annual trip remember,neutral,0.76872253,"{'neutral': 0.76872253, 'positive': 0.1334024, 'negative': 0.09787508}"
5,the cave,neutral,0.8010896,"{'neutral': 0.8010896, 'positive': 0.11468049, 'negative': 0.08422992}"
5,lumos say dumbledore reach boulder close cliff face,neutral,0.81642336,"{'neutral': 0.81642336, 'negative': 0.10043135, 'positive': 0.08314527}"
5,when harry reach spot find step lead large cave,neutral,0.8403691,"{'neutral': 0.8403691, 'positive': 0.14466701, 'negative': 0.014963863}"
5,dumbledore stand middle cave wand hold high turn slowly spot examine wall ceiling,neutral,0.9060018,"{'neutral': 0.9060018, 'positive': 0.0772344, 'negative': 0.016763816}"
