book_num,sentence,rob_sentiment,rob_score,rob_all_scores
5,dumbledore approach wall cave caress blacken fingertip murmur word strange tongue harry understand,neutral,0.9168888,"{'neutral': 0.9168888, 'positive': 0.06300856, 'negative': 0.020102615}"
5,twice dumbledore walk right around cave touch much rough rock could occasionally pause run finger backward forward particular spot finally stop hand press flat wall,neutral,0.9067274,"{'neutral': 0.9067274, 'positive': 0.07501616, 'negative': 0.018256456}"
5,dumbledore step back cave wall point wand rock,neutral,0.8393955,"{'neutral': 0.8393955, 'positive': 0.1304678, 'negative': 0.030136688}"
5,thank say harry gratefully dumbledore already turn attention back solid cave wall,positive,0.81413007,"{'positive': 0.81413007, 'neutral': 0.17453063, 'negative': 0.0113393525}"
5,harry expect clear throat say loudly wand aloft accio horcrux,neutral,0.5836175,"{'neutral': 0.5836175, 'positive': 0.39814785, 'negative': 0.01823456}"
5,no say harry shake dumbledore dead say poison wake wake rennervate cry wand point dumbledore chest flash red light nothing happen,neutral,0.6054046,"{'neutral': 0.6054046, 'negative': 0.36199415, 'positive': 0.032601215}"
5,rennervate sir please,neutral,0.67505616,"{'neutral': 0.67505616, 'positive': 0.27211225, 'negative': 0.052831586}"
5,aguamenti shout jab goblet wand,neutral,0.8357636,"{'neutral': 0.8357636, 'positive': 0.10002345, 'negative': 0.06421308}"
5,but I wait aguamenti say harry pointing wand goblet,neutral,0.8440862,"{'neutral': 0.8440862, 'positive': 0.11184826, 'negative': 0.044065494}"
5,aguamenti aguamenti aguamenti,neutral,0.7520889,"{'neutral': 0.7520889, 'positive': 0.14424387, 'negative': 0.1036672}"
5,petrificus totalus yell harry struggle cle smooth soak surface island point wand inferius arm it release fall backward water splash scramble foot many inferi already climb onto rock bony hand claw slippery surface blank frosted eye upon trail waterlogge rag sink face leer,neutral,0.8358909,"{'neutral': 0.8358909, 'negative': 0.1097655, 'positive': 0.054343585}"
5,petrificus totalus harry bellow back away swipe wand air six seven crumpled come toward,neutral,0.83361053,"{'neutral': 0.83361053, 'positive': 0.12315804, 'negative': 0.0432314}"
5,impedimenta,neutral,0.7503512,"{'neutral': 0.7503512, 'positive': 0.16356729, 'negative': 0.086081564}"
5,incarcerous,negative,0.57493716,"{'negative': 0.57493716, 'neutral': 0.3694811, 'positive': 0.055581726}"
5,still slash air wand harry yell sectumsempra sectumsempra,neutral,0.783163,"{'neutral': 0.783163, 'positive': 0.16616945, 'negative': 0.050667573}"
5,they cross outer cave harry help dumbledore back icy seawater fill crevice cliff,neutral,0.9003174,"{'neutral': 0.9003174, 'positive': 0.083975606, 'negative': 0.015706921}"
5,accio rosmerta broom,neutral,0.744581,"{'neutral': 0.744581, 'positive': 0.18731625, 'negative': 0.0681027}"
5,the door burst open somebody erupt shout expelliarmus,neutral,0.6009406,"{'neutral': 0.6009406, 'negative': 0.29403916, 'positive': 0.105020255}"
5,he could understand happen expelliarmus freeze charm,neutral,0.66295946,"{'neutral': 0.66295946, 'positive': 0.31990698, 'negative': 0.017133621}"
5,but moment renew sound scuffling voice shout they block stair reducto,neutral,0.5346353,"{'neutral': 0.5346353, 'negative': 0.4432291, 'positive': 0.022135532}"
5,reducto,neutral,0.7986406,"{'neutral': 0.7986406, 'positive': 0.14250413, 'negative': 0.05885527}"
5,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
5,petrificus totalus,neutral,0.6189883,"{'neutral': 0.6189883, 'negative': 0.26435056, 'positive': 0.11666124}"
5,petrificus totalus,neutral,0.6189883,"{'neutral': 0.6189883, 'negative': 0.26435056, 'positive': 0.11666124}"
5,harry see red hair fly like flame front ginny lock combat lumpy death eater amycus throw hex hex dodge amycus giggle enjoy sport crucio crucio dance forever pretty,positive,0.811733,"{'positive': 0.811733, 'neutral': 0.17855279, 'negative': 0.009714217}"
5,impedimenta yell harry,neutral,0.6212556,"{'neutral': 0.6212556, 'positive': 0.33752832, 'negative': 0.041216068}"
5,impedimenta yell roll crouch close dark ground miraculously jinx hit one stumble fall trip harry leapt foot sprint snape,neutral,0.60946536,"{'neutral': 0.60946536, 'positive': 0.372309, 'negative': 0.018225687}"
5,harry tore past hagrid opponent take aim snape back yelled stupefy,neutral,0.7761334,"{'neutral': 0.7761334, 'negative': 0.16328299, 'positive': 0.060583632}"
5,but snape parried curse knock harry backward foot could complete harry roll scramble back huge death eater behind yell incendio harry hear explosive bang dance orange light spill hagrid house fire,neutral,0.5852604,"{'neutral': 0.5852604, 'negative': 0.3564561, 'positive': 0.05828352}"
5,we put house say harry charm aguamenti,neutral,0.8931182,"{'neutral': 0.8931182, 'positive': 0.0818889, 'negative': 0.024992961}"
5,know summat like mumble hagrid raise smolder pink flowery umbrella say aguamenti,neutral,0.8570935,"{'neutral': 0.8570935, 'positive': 0.10558687, 'negative': 0.037319597}"
5,harry raise wand arm feel like lead murmur aguamenti together hagrid pour water house last flame extinguish,neutral,0.85338783,"{'neutral': 0.85338783, 'positive': 0.09341523, 'negative': 0.05319692}"
5,harry remember snape mend malfoy sectumsempra wound easily wand,neutral,0.874719,"{'neutral': 0.874719, 'positive': 0.07974536, 'negative': 0.045535564}"
5,the avada kedavra harry go,neutral,0.8537787,"{'neutral': 0.8537787, 'positive': 0.09780505, 'negative': 0.048416283}"
5,we try everything lumos incendio say ginny,neutral,0.68637943,"{'neutral': 0.68637943, 'positive': 0.26513776, 'negative': 0.04848276}"
5,he know I use sectumsempra,neutral,0.8227459,"{'neutral': 0.8227459, 'positive': 0.13255244, 'negative': 0.04470162}"
6,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
6,wriggle around cry stupefy red bolt light shoot wand cleave gap four pursue death eater scatter avoid,neutral,0.5415584,"{'neutral': 0.5415584, 'negative': 0.42993665, 'positive': 0.028505031}"
6,reparo,neutral,0.776049,"{'neutral': 0.776049, 'positive': 0.143033, 'negative': 0.080917984}"
6,in desperation harry pointed wand sidecar shout wingardium leviosa,neutral,0.708574,"{'neutral': 0.708574, 'negative': 0.20237985, 'positive': 0.08904612}"
6,I comin harry hagrid yell darkness harry could feel sidecar beginning sink crouch low could point middle oncoming figure yelled impedimenta,neutral,0.8164213,"{'neutral': 0.8164213, 'negative': 0.10816645, 'positive': 0.07541226}"
6,as soar upward away two remain death eater harry spat blood mouth point wand fall sidecar yell confringo,neutral,0.5643275,"{'neutral': 0.5643275, 'negative': 0.40287948, 'positive': 0.032793052}"
6,expelliarmus harry yell,neutral,0.70146865,"{'neutral': 0.70146865, 'positive': 0.2488091, 'negative': 0.049722195}"
6,it he could see hear voldemort glimpse another death eater swooping way hear avada,neutral,0.79912,"{'neutral': 0.79912, 'negative': 0.15525743, 'positive': 0.045622535}"
6,hagrid accio hagrid,neutral,0.86057067,"{'neutral': 0.86057067, 'positive': 0.07020187, 'negative': 0.06922745}"
6,stan I stun fall die I use avada kedavra,neutral,0.63419026,"{'neutral': 0.63419026, 'negative': 0.29662496, 'positive': 0.069184765}"
6,expelliarmus save voldemort two year ago harry add defiantly,neutral,0.8055407,"{'neutral': 0.8055407, 'positive': 0.12616226, 'negative': 0.06829706}"
6,expelliarmus useful spell harry death eater seem think signature move I urge let become,neutral,0.7145015,"{'neutral': 0.7145015, 'positive': 0.23628421, 'negative': 0.04921426}"
6,sectumsempra always speciality snape,neutral,0.61044407,"{'neutral': 0.61044407, 'positive': 0.33600426, 'negative': 0.053551625}"
6,of course none guest death eater guarantee zat zey let something slip zey ave ad champagne,neutral,0.55934846,"{'neutral': 0.55934846, 'negative': 0.40954015, 'positive': 0.031111388}"
6,hastily pull wand point rag say tergeo,neutral,0.80353874,"{'neutral': 0.80353874, 'positive': 0.123801045, 'negative': 0.07266023}"
6,descendo mutter ron pointing wand low ceiling,neutral,0.8498521,"{'neutral': 0.8498521, 'negative': 0.09637679, 'positive': 0.053771112}"
6,you know accio,neutral,0.8305252,"{'neutral': 0.8305252, 'positive': 0.08474819, 'negative': 0.08472651}"
6,harry seize wand lie beside camp bed point cluttered desk leave glass say accio glass although around foot away something immensely satisfy see zoom toward least poke eye,neutral,0.7634895,"{'neutral': 0.7634895, 'positive': 0.21756347, 'negative': 0.018947098}"
6,muffliato whisper wave wand direction stair,neutral,0.8727247,"{'neutral': 0.8727247, 'positive': 0.07877052, 'negative': 0.04850482}"
6,as push way across dance floor harry see cloak mask figure appear crowd see lupin tonk wand raise hear shout protego cry echo side,neutral,0.89230144,"{'neutral': 0.89230144, 'positive': 0.09363737, 'negative': 0.014061279}"
6,the force death eater spell shatter tile wall ron head harry still invisible yelled stupefy,negative,0.56430453,"{'negative': 0.56430453, 'neutral': 0.41676143, 'positive': 0.018934011}"
6,expulso bellow death eater table behind harry standing blew the force explosion slam wall feel wand leave hand cloak slip,neutral,0.7370915,"{'neutral': 0.7370915, 'negative': 0.20981915, 'positive': 0.053089388}"
6,petrificus totalus scream hermione sight death eater fall forward like statue land crunch thud mess break china table coffee,negative,0.7679579,"{'negative': 0.7679579, 'neutral': 0.209224, 'positive': 0.022818059}"
6,diffindo,neutral,0.71664876,"{'neutral': 0.71664876, 'positive': 0.1708527, 'negative': 0.11249855}"
6,she take deep calm breath point wand dolohov forehead say obliviate,neutral,0.69661206,"{'neutral': 0.69661206, 'positive': 0.28401512, 'negative': 0.01937287}"
6,before go far I think well check whisper hermione raise wand say homenum revelio,neutral,0.86684257,"{'neutral': 0.86684257, 'positive': 0.11371652, 'negative': 0.01944093}"
6,on landing whisper lumos start climb stair wandlight,neutral,0.8855938,"{'neutral': 0.8855938, 'positive': 0.090056494, 'negative': 0.024349762}"
6,hermione point wand handle say alohomora there click door swung open,neutral,0.8579872,"{'neutral': 0.8579872, 'positive': 0.100065075, 'negative': 0.041947737}"
6,she raise wand say accio locket,neutral,0.8507012,"{'neutral': 0.8507012, 'positive': 0.12620112, 'negative': 0.023097642}"
6,like voldemort put stone basin cave say harry remember unable summon fake locket,neutral,0.64980495,"{'neutral': 0.64980495, 'negative': 0.3201739, 'positive': 0.03002118}"
6,the dark lord tell kreacher take kreacher cave beside sea,neutral,0.803104,"{'neutral': 0.803104, 'negative': 0.15709783, 'positive': 0.039798196}"
6,and beyond cave cavern cavern great black lake,neutral,0.6372888,"{'neutral': 0.6372888, 'positive': 0.3376106, 'negative': 0.0251006}"
6,but apparate cave say harry otherwise dumbledore,neutral,0.88367504,"{'neutral': 0.88367504, 'positive': 0.06995893, 'negative': 0.046366025}"
6,and little later master regulus come find kreacher cupboard one night master regulus strange usually disturb mind kreacher could tell ask kreacher take cave cave kreacher go dark lord,neutral,0.8128588,"{'neutral': 0.8128588, 'negative': 0.14369869, 'positive': 0.043442488}"
6,the elf lie floor pant shiver green mucus glisten around snout bruise already bloom pallid forehead strike eye swollen bloodshot swimming tear,negative,0.49627736,"{'negative': 0.49627736, 'neutral': 0.4717253, 'positive': 0.03199733}"
6,expelliarmus,neutral,0.6998061,"{'neutral': 0.6998061, 'positive': 0.20811729, 'negative': 0.09207658}"
6,aguamenti screamed hermione jet water stream wand engulf splutter choke mundungus,neutral,0.6744609,"{'neutral': 0.6744609, 'negative': 0.23555289, 'positive': 0.08998626}"
6,open proceed force paint inside despite fact patently large fit inside tiny bag within second vanish like much else bag capacious depth,neutral,0.79458725,"{'neutral': 0.79458725, 'negative': 0.10832379, 'positive': 0.09708887}"
6,try finite incantatem say hermione stop rain hex curse something go wrong atmospheric charm difficult fix interim measure try impervius protect belonging,neutral,0.5180532,"{'neutral': 0.5180532, 'negative': 0.45614368, 'positive': 0.025803175}"
6,the silence press upon there bustle talk swift footstep purplecarpete corridor hush though muffliato charm cast place,neutral,0.8537012,"{'neutral': 0.8537012, 'positive': 0.07528833, 'negative': 0.07101042}"
6,then turn face room raise wand murmur accio locket,neutral,0.9110322,"{'neutral': 0.9110322, 'positive': 0.061759364, 'negative': 0.02720841}"
6,do try meteolojinx recanto,neutral,0.84588987,"{'neutral': 0.84588987, 'positive': 0.0936218, 'negative': 0.060488313}"
6,meteolojinx recanto whisper ron,neutral,0.87723833,"{'neutral': 0.87723833, 'positive': 0.08691374, 'negative': 0.035847973}"
6,he think cast muffliato charm upon umbridge yaxley even murmur word might cause hermione alarm,neutral,0.8430574,"{'neutral': 0.8430574, 'negative': 0.11950377, 'positive': 0.037438817}"
6,he raise wand even troubling keep conceal beneath invisibility cloak say stupefy,neutral,0.82822293,"{'neutral': 0.82822293, 'negative': 0.11039881, 'positive': 0.06137828}"
6,he try draw wand late stupefy,neutral,0.76418275,"{'neutral': 0.76418275, 'negative': 0.19283712, 'positive': 0.042980112}"
6,expecto patronum,neutral,0.7262132,"{'neutral': 0.7262132, 'positive': 0.1788494, 'negative': 0.09493735}"
6,diffindo nothing happen,neutral,0.74889094,"{'neutral': 0.74889094, 'negative': 0.1747114, 'positive': 0.07639765}"
6,I know harry wakes locket go I need duplicate geminio,neutral,0.78718495,"{'neutral': 0.78718495, 'positive': 0.14537202, 'negative': 0.06744298}"
6,relashio,neutral,0.7871269,"{'neutral': 0.7871269, 'positive': 0.11018336, 'negative': 0.10268973}"
6,expec expecto patronum say hermione,neutral,0.79495776,"{'neutral': 0.79495776, 'positive': 0.13199547, 'negative': 0.07304678}"
6,expecto patronum,neutral,0.7262132,"{'neutral': 0.7262132, 'positive': 0.1788494, 'negative': 0.09493735}"
6,accio dittany,neutral,0.72404295,"{'neutral': 0.72404295, 'positive': 0.20120816, 'negative': 0.07474893}"
6,salvio hexia protego totalum repello muggletum muffliato you could get tent harry,neutral,0.7741187,"{'neutral': 0.7741187, 'positive': 0.18930651, 'negative': 0.036574867}"
6,erecto add point wand misshapen canvas one fluid motion rise air settle fully construct onto ground harry whose startled hand tent peg soar land final thud end guy rope,neutral,0.8933831,"{'neutral': 0.8933831, 'positive': 0.082097076, 'negative': 0.024519797}"
6,cave inimicum hermione finish skyward flourish,neutral,0.7854207,"{'neutral': 0.7854207, 'positive': 0.19479391, 'negative': 0.019785415}"
6,you cast muffliato charm we right whisper hermione,neutral,0.78060037,"{'neutral': 0.78060037, 'positive': 0.18650694, 'negative': 0.032892626}"
6,I everything whisper back muffliato mugglerepelle disillusionment charm,neutral,0.7372194,"{'neutral': 0.7372194, 'negative': 0.13199463, 'positive': 0.13078594}"
6,accio salmon,neutral,0.67673135,"{'neutral': 0.67673135, 'positive': 0.24071106, 'negative': 0.08255756}"
6,obscuro,neutral,0.71807355,"{'neutral': 0.71807355, 'negative': 0.17065935, 'positive': 0.11126704}"
6,protego cry invisible shield expand harry one side ron force backward step strength spell harry ron glare either side transparent barrier though see clearly first time,neutral,0.88640976,"{'neutral': 0.88640976, 'positive': 0.09042413, 'negative': 0.023166077}"
6,as bathilda fumble log fire mutter tergeo the dust vanish photograph see half dozen miss large ornate frame,neutral,0.8468375,"{'neutral': 0.8468375, 'negative': 0.09518234, 'positive': 0.057980187}"
6,lumos say harry wand ignite,neutral,0.7853965,"{'neutral': 0.7853965, 'negative': 0.15255047, 'positive': 0.062053055}"
6,accio accio wand,neutral,0.7073327,"{'neutral': 0.7073327, 'positive': 0.22253808, 'negative': 0.07012932}"
6,the snake lunge take run leap drag hermione strike hermione screamed confringo spell fly around room explode wardrobe mirror ricochet back bounce floor ceiling harry feel heat sear back hand,neutral,0.7753125,"{'neutral': 0.7753125, 'negative': 0.14435732, 'positive': 0.08033017}"
6,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
6,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
6,lumos,neutral,0.6599488,"{'neutral': 0.6599488, 'positive': 0.17776187, 'negative': 0.16228934}"
6,expelliarmus,neutral,0.6998061,"{'neutral': 0.6998061, 'positive': 0.20811729, 'negative': 0.09207658}"
6,lumos whisper wandtip ignite,neutral,0.8157537,"{'neutral': 0.8157537, 'positive': 0.10604506, 'negative': 0.078201264}"
6,he point wand silvery shape murmur accio sword,neutral,0.86194026,"{'neutral': 0.86194026, 'positive': 0.10091925, 'negative': 0.037140522}"
6,diffindo,neutral,0.71664876,"{'neutral': 0.71664876, 'positive': 0.1708527, 'negative': 0.11249855}"
6,protego,neutral,0.6780551,"{'neutral': 0.6780551, 'positive': 0.24142647, 'negative': 0.0805185}"
6,engorgio,neutral,0.69462866,"{'neutral': 0.69462866, 'positive': 0.18755388, 'negative': 0.11781743}"
6,sorry reducio,negative,0.50536776,"{'negative': 0.50536776, 'neutral': 0.4439198, 'positive': 0.050712463}"
6,homenum revelio say voice foot stair,neutral,0.8079824,"{'neutral': 0.8079824, 'positive': 0.13418718, 'negative': 0.05783042}"
6,obliviate cry hermione point wand first face floor beneath,neutral,0.81696445,"{'neutral': 0.81696445, 'negative': 0.10597447, 'positive': 0.07706111}"
6,deprimo,neutral,0.7648929,"{'neutral': 0.7648929, 'positive': 0.12922353, 'negative': 0.10588361}"
6,protego totalum salvio hexia,neutral,0.8234455,"{'neutral': 0.8234455, 'positive': 0.12302233, 'negative': 0.053532183}"
6,cave inimicum didn I say erumpent horn I tell,neutral,0.79591054,"{'neutral': 0.79591054, 'negative': 0.12053615, 'positive': 0.08355338}"
6,stupefy scream,negative,0.5193947,"{'negative': 0.5193947, 'neutral': 0.43131983, 'positive': 0.049285423}"
6,stupefy,neutral,0.6166831,"{'neutral': 0.6166831, 'negative': 0.31272805, 'positive': 0.07058889}"
6,crucio,neutral,0.657012,"{'neutral': 0.657012, 'positive': 0.19572522, 'negative': 0.14726278}"
6,relashio say ron pointing wand silver hand nothing happen pettigrew drop knee moment hermione give dreadful scream overhead,negative,0.6292019,"{'negative': 0.6292019, 'neutral': 0.35105392, 'positive': 0.019744169}"
6,expelliarmus roar point wormtail wand bellatrix fly air catch harry sprinted ron,neutral,0.79915553,"{'neutral': 0.79915553, 'positive': 0.18496999, 'negative': 0.015874486}"
6,lucius narcissa draco greyback wheel harry yelled stupefy lucius malfoy collapse onto hearth,neutral,0.7095738,"{'neutral': 0.7095738, 'negative': 0.24744056, 'positive': 0.04298559}"
6,as ron run pull hermione wreckage harry take chance he leapt armchair wrest three wand draco grip point greyback yelled stupefy the werewolf lift foot triple spell fly ceiling smash ground,neutral,0.85699046,"{'neutral': 0.85699046, 'positive': 0.10854432, 'negative': 0.03446525}"
6,priori incantatem say harry,neutral,0.82728124,"{'neutral': 0.82728124, 'positive': 0.10285382, 'negative': 0.069864884}"
6,know second harry point draco wand guard turn murmured confundo twice,neutral,0.9294501,"{'neutral': 0.9294501, 'positive': 0.046709005, 'negative': 0.023840826}"
6,harry raise hawthorn wand beneath cloak point old goblin whisper first time life imperio,neutral,0.891915,"{'neutral': 0.891915, 'positive': 0.09494337, 'negative': 0.013141597}"
6,harry act without think point wand traver mutter imperio,neutral,0.78498197,"{'neutral': 0.78498197, 'negative': 0.16994226, 'positive': 0.0450757}"
6,imperio,neutral,0.6920926,"{'neutral': 0.6920926, 'positive': 0.18965936, 'negative': 0.1182481}"
6,imperio harry say voice echo stone passage feel sense heady control flow brain wand,neutral,0.85712385,"{'neutral': 0.85712385, 'positive': 0.12627049, 'negative': 0.016605647}"
6,harry I think I hear people come say hermione point bellatrix wand waterfall cry protego they see shield charm break flow enchant water fly passageway,neutral,0.8300298,"{'neutral': 0.8300298, 'positive': 0.15310332, 'negative': 0.016866865}"
6,lumos,neutral,0.6599488,"{'neutral': 0.6599488, 'positive': 0.17776187, 'negative': 0.16228934}"
6,accio cup cry hermione evidently forget desperation griphook tell plan session,neutral,0.59884125,"{'neutral': 0.59884125, 'negative': 0.35121056, 'positive': 0.049948193}"
6,she raise wand point harry whispered levicorpus,neutral,0.865537,"{'neutral': 0.865537, 'positive': 0.12309652, 'negative': 0.01136651}"
6,impervius screech hermione attempt protect ron goblin burn metal,neutral,0.7792841,"{'neutral': 0.7792841, 'negative': 0.15754539, 'positive': 0.06317051}"
6,liberacorpus yell harry crash griphook land surface swell treasure sword fly harry hand,neutral,0.7420349,"{'neutral': 0.7420349, 'positive': 0.20407428, 'negative': 0.053890824}"
6,stupefy bellow ron hermione join jet red light flew crowd goblin topple other advance harry see several wizard guard run around corner,neutral,0.92293894,"{'neutral': 0.92293894, 'positive': 0.053290267, 'negative': 0.023770832}"
6,point wand thick cuff chain beast floor yell relashio,neutral,0.7721621,"{'neutral': 0.7721621, 'positive': 0.12087769, 'negative': 0.10696022}"
6,harry eye shut tight heat dust deafen crash rock dragon roar could cling back expect shake moment hear hermione yell defodio,neutral,0.8091324,"{'neutral': 0.8091324, 'negative': 0.10575281, 'positive': 0.08511478}"
6,and could boy anybody else know cave penetrate protection,neutral,0.59183335,"{'neutral': 0.59183335, 'negative': 0.30282333, 'positive': 0.10534335}"
6,accio cloak roar one death eater,neutral,0.6185406,"{'neutral': 0.6185406, 'negative': 0.25606942, 'positive': 0.12539001}"
6,it ron hermione thought whisper expecto patronum,neutral,0.8627981,"{'neutral': 0.8627981, 'positive': 0.07029185, 'negative': 0.06691006}"
6,you idiot expecto patronum,negative,0.82597023,"{'negative': 0.82597023, 'neutral': 0.1476227, 'positive': 0.026407111}"
6,he hide cave grawp ever since try arrest,neutral,0.609981,"{'neutral': 0.609981, 'negative': 0.35647595, 'positive': 0.033543117}"
6,he move along tunnel first cave,neutral,0.8730512,"{'neutral': 0.8730512, 'positive': 0.09589342, 'negative': 0.031055411}"
6,as amycus spin around harry shout crucio,neutral,0.8916675,"{'neutral': 0.8916675, 'positive': 0.083299994, 'negative': 0.025032528}"
6,before harry luna could act professor mcgonagall rise foot point wand groggy death eater say imperio,neutral,0.83438236,"{'neutral': 0.83438236, 'negative': 0.11470498, 'positive': 0.050912723}"
6,protego horribilis diadem ravenclaw squeak flitwick,neutral,0.85898757,"{'neutral': 0.85898757, 'positive': 0.086144716, 'negative': 0.05486772}"
6,piertotum oh heaven sake filch,negative,0.5049569,"{'negative': 0.5049569, 'neutral': 0.3442567, 'positive': 0.15078638}"
6,and piertotum locomotor cry professor mcgonagall,neutral,0.8020407,"{'neutral': 0.8020407, 'positive': 0.14662245, 'negative': 0.05133684}"
6,hear youknowwho cave say hagrid grimly,neutral,0.733353,"{'neutral': 0.733353, 'negative': 0.18374328, 'positive': 0.08290375}"
6,accio diadem cry hermione desperation nothing fly air toward,neutral,0.5598341,"{'neutral': 0.5598341, 'negative': 0.38607994, 'positive': 0.05408593}"
6,with whiplike movement crabbe point wand fiftyfoot mountain old furniture break trunk old book robe unidentifiable junk shout descendo,neutral,0.6336605,"{'neutral': 0.6336605, 'negative': 0.32178283, 'positive': 0.04455665}"
6,ron harry bellow somewhere sight hermione scream harry hear innumerable object crash floor side destabilize wall he point wand rampart cry finite steady,neutral,0.8116547,"{'neutral': 0.8116547, 'negative': 0.09950624, 'positive': 0.08883904}"
6,crucio,neutral,0.657012,"{'neutral': 0.657012, 'positive': 0.19572522, 'negative': 0.14726278}"
6,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
6,expelliarmus,neutral,0.6998061,"{'neutral': 0.6998061, 'positive': 0.20811729, 'negative': 0.09207658}"
6,crabbe wheel around screamed avada kedavra,neutral,0.7890053,"{'neutral': 0.7890053, 'positive': 0.11916511, 'negative': 0.09182961}"
6,aguamenti harry bawl jet water soar tip wand evaporate air,neutral,0.69066215,"{'neutral': 0.69066215, 'positive': 0.27721876, 'negative': 0.032119103}"
6,two mask death eater stand even wand fully raise hermione shout glisseo,neutral,0.6347155,"{'neutral': 0.6347155, 'negative': 0.2807223, 'positive': 0.08456224}"
6,duro cry hermione pointing wand tapestry two loud sickening crunch tapestry turn stone death eater pursue crumple,negative,0.6458221,"{'negative': 0.6458221, 'neutral': 0.3206747, 'positive': 0.03350318}"
6,ron look around direct wand twig ground say wingardium leviosa the twig fly ground spun air catch gust wind zoom directly trunk willow ominously sway branch,neutral,0.897914,"{'neutral': 0.897914, 'positive': 0.07377532, 'negative': 0.028310748}"
6,with difficulty drag murmur nox extinguish wandlight continue hand knee silently possible sense strain expect every second discover hear cold clear voice see flash green light,neutral,0.5583922,"{'neutral': 0.5583922, 'negative': 0.42292282, 'positive': 0.018684968}"
6,expecto patronum,neutral,0.7262132,"{'neutral': 0.7262132, 'positive': 0.1788494, 'negative': 0.09493735}"
6,sectumsempra shout snape,neutral,0.7649449,"{'neutral': 0.7649449, 'positive': 0.13374995, 'negative': 0.10130507}"
6,he lower shake hand raise draco wand beneath cloak murmur lumo,neutral,0.9091693,"{'neutral': 0.9091693, 'positive': 0.058488484, 'negative': 0.032342173}"
6,crucio,neutral,0.657012,"{'neutral': 0.657012, 'positive': 0.19572522, 'negative': 0.14726278}"
6,protego roar harry shield charm expand middle hall voldemort stare around source harry pull invisibility cloak last,neutral,0.83164847,"{'neutral': 0.83164847, 'positive': 0.16013384, 'negative': 0.00821767}"
6,avada kedavra,neutral,0.83038753,"{'neutral': 0.83038753, 'positive': 0.09063376, 'negative': 0.07897873}"
6,expelliarmus,neutral,0.6998061,"{'neutral': 0.6998061, 'positive': 0.20811729, 'negative': 0.09207658}"
6,he lay broken wand upon headmaster desk touch tip elder wand say reparo,neutral,0.8363075,"{'neutral': 0.8363075, 'negative': 0.12940565, 'positive': 0.034286775}"
